Unnamed: 0.1,Unnamed: 0,restaurant_name,restaurant_type,rating,num_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,rating_category
0,0,#Feeltheroll,Quick Bites,3.4,7,200.0,no,no,Fast Food,Bellandur,Bellandur,Average Rated
1,1,#L-81 Cafe,Quick Bites,3.9,48,400.0,yes,no,"Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
2,2,#Refuel,Cafe,3.7,37,400.0,yes,no,"Cafe, Beverages",Bannerghatta Road,Bannerghatta Road,Average Rated
3,3,'@ Biryani Central,Casual Dining,2.7,135,550.0,yes,no,"Biryani, Mughlai, Chinese",Marathahalli,Marathahalli,Average Rated
4,4,'@ The Bbq,Casual Dining,2.8,40,700.0,yes,no,"Bbq, Continental, North Indian, Chinese, Beverages",Bellandur,Bellandur,Average Rated
5,5,'@99,"Takeaway, Delivery",3.4,37,200.0,no,no,"Mughlai, Biryani, Chinese, North Indian",Whitefield,Whitefield,Average Rated
6,6,'@Italy,Casual Dining,4.1,305,700.0,yes,no,Italian,Banashankari,Kumaraswamy Layout,Highly Rated
7,7,'@North Parontha Hut,"Takeaway, Delivery",2.8,40,300.0,no,no,North Indian,Indiranagar,Old Airport Road,Average Rated
8,8,1000 B.C,Quick Bites,3.2,49,300.0,yes,no,"Arabian, Sandwich, Rolls, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Average Rated
9,9,100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,Casual Dining,3.7,41,450.0,no,no,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
10,10,11 To 11 Express Biriyanis,Quick Bites,3.5,22,300.0,yes,no,"Biryani, Kebab",Electronic City,Electronic City,Average Rated
11,11,1131 Bar + Kitchen,"Bar, Casual Dining",4.4,2861,1500.0,no,yes,"Continental, Asian, Italian, North Indian",Old Airport Road,Indiranagar,Highly Rated
12,12,12Th Main - Grand Mercure,Fine Dining,4.1,353,2000.0,no,yes,"European, Asian","Byresandra,Tavarekere,Madiwala",Koramangala 3Rd Block,Highly Rated
13,13,1441 Pizzeria,Casual Dining,4.1,119,800.0,yes,no,"Pizza, Salad",Basavanagudi,Jp Nagar,Highly Rated
14,14,1522 - The Pub,Pub,4.2,1731,1400.0,yes,no,"Chinese, Continental, North Indian",Malleshwaram,Malleshwaram,Highly Rated
15,15,154 Breakfast Club,Cafe,4.0,1509,900.0,yes,yes,"Cafe, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 3Rd Block,Highly Rated
16,16,1722 Urban Bistro,Casual Dining,4.1,218,600.0,yes,yes,"North Indian, Chinese, Fast Food, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Highly Rated
17,17,18+ Ice Cafe,Cafe,3.5,24,550.0,no,no,"Cafe, Fast Food, Chinese, Beverages",Kalyan Nagar,Kammanahalli,Average Rated
18,18,1947,Casual Dining,3.9,620,1000.0,no,yes,"North Indian, Chinese, Continental",Rajajinagar,Rajajinagar,Average Rated
19,19,1980S Games Cafe,Cafe,3.4,58,400.0,yes,no,"Cafe, Fast Food",Banashankari,Basavanagudi,Average Rated
20,20,1992 Chats - Space,Quick Bites,3.7,33,200.0,yes,no,Street Food,Malleshwaram,Rajajinagar,Average Rated
21,21,1Q1,"Casual Dining, Bar",4.3,595,2500.0,no,yes,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",Brigade Road,Infantry Road,Highly Rated
22,22,1To3 Kitchen,Delivery,3.1,11,800.0,no,no,"North Indian, Chinese, Continental, Italian, South Indian",Marathahalli,Marathahalli,Average Rated
23,23,2 Statez,Casual Dining,3.7,209,600.0,yes,no,"Kerala, Seafood, South Indian, North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,Average Rated
24,24,20 Char - Sterlings Mac Hotel,"Casual Dining, Bar",4.0,419,1400.0,yes,yes,"Chinese, Continental, North Indian, South Indian, Arabian",Indiranagar,Old Airport Road,Highly Rated
25,25,20 Feet High,"Casual Dining, Bar",4.0,932,1000.0,yes,yes,"American, Continental, Steak, Salad",Brigade Road,Church Street,Highly Rated
26,26,21 C - La Marvella Sarovar Premiere Hotel,Casual Dining,3.6,15,1000.0,no,no,Continental,Basavanagudi,Jayanagar,Average Rated
27,27,24 Carats - The Capitol,Casual Dining,3.1,46,1000.0,no,no,"Asian, Continental",Brigade Road,Cunningham Road,Average Rated
28,28,24 Hours Cake Delivery,Delivery,3.3,4,700.0,no,no,Bakery,Indiranagar,Old Airport Road,Average Rated
29,29,24 Hours Coffee Drop - La Classic,Cafe,3.4,9,800.0,no,no,Cafe,Electronic City,Electronic City,Average Rated
30,30,24/7 - The Lalit Ashok Bangalore,Fine Dining,4.0,344,3000.0,no,yes,"Continental, North Indian, Italian, Chinese",Malleshwaram,Seshadripuram,Highly Rated
31,31,24/7 Food Service,"Takeaway, Delivery",2.9,7,300.0,yes,no,"South Indian, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",Jp Nagar,Average Rated
32,32,24@43 - The Oterra,Fine Dining,4.1,268,3000.0,no,yes,"North Indian, Asian, Continental",Electronic City,Electronic City,Highly Rated
33,33,24Th Main,Casual Dining,4.1,1234,800.0,no,yes,"North Indian, South Indian, Chinese",Bannerghatta Road,Jp Nagar,Highly Rated
34,34,29 Degrees North,Quick Bites,3.9,283,250.0,yes,no,"North Indian, Fast Food, Street Food",Kalyan Nagar,Banaswadi,Average Rated
35,35,2Nd Home Restaurant,Quick Bites,3.7,21,500.0,yes,no,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
36,36,3 Leafs,Casual Dining,3.7,128,600.0,yes,no,"North Indian, South Indian, Chinese",Marathahalli,Kaggadasapura,Average Rated
37,37,3 Spice,Casual Dining,3.9,156,450.0,yes,no,"North Indian, Chinese",Koramangala 7Th Block,Wilson Garden,Average Rated
38,38,30 Square,Quick Bites,4.2,556,400.0,yes,no,"Tibetan, Nepalese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Highly Rated
39,39,360 Atoms Restaurant And Cafe,Cafe,3.1,13,400.0,yes,no,"Cafe, Chinese, Continental, Italian",Banashankari,Banashankari,Average Rated
40,40,36Th Cross Coffee Mane,Casual Dining,3.7,29,500.0,no,no,"North Indian, Chinese",Jp Nagar,Btm,Average Rated
41,41,37 China Town,Casual Dining,3.5,58,900.0,no,no,"Chinese, Thai, North Indian, South Indian, Continental",Lavelle Road,Race Course Road,Average Rated
42,42,"3B'S - Buddies, Bar & Barbecues","Casual Dining, Bar",4.4,1149,1100.0,no,yes,"North Indian, Mediterranean, European, Bbq","Byresandra,Tavarekere,Madiwala",Btm,Highly Rated
43,43,3G'S - Gulp & Groove,"Bar, Casual Dining",4.1,662,1100.0,yes,yes,"Finger Food, Continental, Chinese",Malleshwaram,Malleshwaram,Highly Rated
44,44,3Rd Innings,"Casual Dining, Bar",3.0,17,1000.0,no,no,"Burger, Italian, North Indian, Chinese",Electronic City,Electronic City,Average Rated
45,45,4 Mangoes,Kiosk,3.7,14,200.0,no,no,Ice Cream,Indiranagar,Old Airport Road,Average Rated
46,46,4 Seasons Restaurant,Casual Dining,3.7,399,1000.0,yes,yes,"North Indian, Seafood, Middle Eastern, Chinese",Kalyan Nagar,Kalyan Nagar,Average Rated
47,47,4 States,Food Court,3.2,4,400.0,no,no,South Indian,Sarjapur Road,Bellandur,Average Rated
48,48,46 Ounces Brewgarden,Microbrewery,2.8,40,1600.0,no,yes,"Bar Food, Finger Food, Pizza",Electronic City,Electronic City,Average Rated
49,49,4700Bc Popcorn,"Takeaway, Delivery",4.1,55,500.0,no,no,Fast Food,Whitefield,Whitefield,Highly Rated
50,50,4Foodiez,Quick Bites,3.6,82,300.0,yes,no,"South Indian, North Indian, Chinese",Electronic City,Electronic City,Average Rated
51,51,4Foodiez - The Restaurant,Quick Bites,3.0,23,400.0,no,no,"Street Food, Chinese, North Indian, South Indian",Electronic City,Electronic City,Average Rated
52,52,4K Biryani,Delivery,3.3,4,700.0,yes,no,"North Indian, Chinese",Hsr,Hsr,Average Rated
53,53,4Th Tea Block,Cafe,4.0,62,150.0,no,no,Cafe,Basavanagudi,Jayanagar,Highly Rated
54,54,5 Star Food,Quick Bites,2.8,40,300.0,yes,no,"South Indian, Fast Food",Frazer Town,Kammanahalli,Average Rated
55,55,50-50 Eating House,Quick Bites,3.2,4,100.0,no,no,"South Indian, Biryani",Banashankari,Basavanagudi,Average Rated
56,56,52 Wall Street,"Bar, Casual Dining",3.9,737,1400.0,no,no,"American, Continental, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Average Rated
57,57,55 Wall Street,Bar,3.9,1763,1300.0,no,yes,"Finger Food, North Indian, Chinese",Bannerghatta Road,Jp Nagar,Average Rated
58,58,56 Bhoga Sweets,"Takeaway, Delivery",3.6,51,150.0,no,no,"Mithai, Street Food",Hsr,Hsr,Average Rated
59,59,5Th Main Cafe,Cafe,3.5,15,250.0,no,no,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
60,60,7 Days Restaurant,Quick Bites,3.8,478,400.0,yes,no,"North Indian, Chinese, Arabian",Electronic City,Electronic City,Average Rated
61,61,7 Degrees North,Casual Dining,3.5,11,500.0,no,no,North Indian,Hsr,Hsr,Average Rated
62,62,7 Hills Andhra Mess,Mess,3.4,8,300.0,no,no,Andhra,Indiranagar,Cv Raman Nagar,Average Rated
63,63,7 Plates,Casual Dining,3.5,531,600.0,yes,no,"North Indian, Mughlai, Rolls, Fast Food",Kammanahalli,Kalyan Nagar,Average Rated
64,64,7 Shanghai,Quick Bites,3.5,18,250.0,yes,no,Chinese,Electronic City,Electronic City,Average Rated
65,65,7 Spice,Quick Bites,3.4,5,250.0,no,no,"Biryani, Chinese",Kalyan Nagar,Banaswadi,Average Rated
66,66,7 To 11 Food Court,Quick Bites,3.7,16,200.0,yes,no,"Fast Food, Burger, North Indian, South Indian",Frazer Town,Banaswadi,Average Rated
67,67,70 Brigade - Iris Hotel,Casual Dining,3.9,105,1000.0,no,yes,"Chinese, North Indian, Pizza",Brigade Road,Brigade Road,Average Rated
68,68,7Biryanis,Casual Dining,3.2,4,600.0,yes,no,"Andhra, Biryani",Kalyan Nagar,Nagawara,Average Rated
69,69,7Th Heaven,Bakery,3.6,17,300.0,no,no,"Bakery, Desserts",New Bel Road,New Bel Road,Average Rated
70,70,8 Slice,Delivery,3.7,74,600.0,yes,no,Pizza,Brigade Road,Koramangala 6Th Block,Average Rated
71,71,9 Bowls,Quick Bites,2.8,40,500.0,yes,no,"Healthy Food, Continental, North Indian, Chinese",Hsr,Koramangala 1St Block,Average Rated
72,72,90'S,Quick Bites,2.8,40,200.0,no,no,North Indian,Hsr,Hsr,Average Rated
73,73,90'S Beer Cafe - Hotel Millennium Plaza,Bar,3.0,7,1000.0,no,no,Finger Food,Electronic City,Electronic City,Average Rated
74,74,90'S Cafe,Quick Bites,2.8,40,500.0,no,no,"Fast Food, Burger",Jayanagar,Jp Nagar,Average Rated
75,75,99 Caffe,Quick Bites,3.6,106,250.0,yes,no,"South Indian, North Indian, Chinese",Brookefield,Brookefield,Average Rated
76,76,99 Pancakes,Dessert Parlor,4.1,41,150.0,yes,no,"Desserts, Ice Cream",Brigade Road,Church Street,Highly Rated
77,77,99 Variety Dosa & Pav Bhaji,Quick Bites,3.8,16,250.0,yes,no,"South Indian, North Indian, Street Food",Koramangala 5Th Block,Koramangala 6Th Block,Average Rated
78,78,99 Variety Dosa And Pav Bhaji,Quick Bites,4.0,101,250.0,yes,no,"South Indian, North Indian, Street Food","Byresandra,Tavarekere,Madiwala",Hsr,Highly Rated
79,79,99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,yes,no,"South Indian, North Indian, Fast Food, Chinese",Hsr,Hsr,Average Rated
80,80,99Foods,Quick Bites,3.4,32,400.0,no,no,"Biryani, North Indian, Chinese, Kebab",Marathahalli,Marathahalli,Average Rated
81,81,9D Foods,Quick Bites,4.0,458,400.0,yes,no,"North Indian, Street Food",Brookefield,Marathahalli,Highly Rated
82,82,9Th Cross Cafe,Cafe,3.6,12,550.0,no,no,"Cafe, Italian, French",Indiranagar,Jeevan Bhima Nagar,Average Rated
83,83,A 1 Pizza And Food,Delivery,2.8,211,300.0,yes,no,"Pizza, Chinese, North Indian",Indiranagar,Old Airport Road,Average Rated
84,84,A Bar,Bar,3.3,19,600.0,no,no,"North Indian, Continental","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
85,85,A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,yes,no,"Cafe, American, Burger, Sandwich, Beverages",Koramangala 4Th Block,Koramangala 5Th Block,Highly Rated
86,86,A Little For Love,Bakery,3.4,12,350.0,no,no,Bakery,Kalyan Nagar,Hennur,Average Rated
87,87,A M Biryani Hotel,Quick Bites,3.3,6,300.0,yes,no,"North Indian, Chinese, Biryani, Fast Food",Bannerghatta Road,Bannerghatta Road,Average Rated
88,88,A Southern Fair,Casual Dining,3.0,19,750.0,yes,no,"Biryani, Seafood, South Indian",Whitefield,Whitefield,Average Rated
89,89,A Today Thick Shakes,Beverage Shop,3.2,9,200.0,no,no,Beverages,Jayanagar,Koramangala 5Th Block,Average Rated
90,90,A.M New Punjab Food Corner,Quick Bites,3.5,21,350.0,yes,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average Rated
91,91,A1 Ambur Dum Biryani And Parota Centre,Quick Bites,3.2,4,300.0,no,no,Biryani,Rajajinagar,Basaveshwara Nagar,Average Rated
92,92,A1 Biriyani Point,Quick Bites,3.0,10,200.0,no,no,Biryani,Malleshwaram,Seshadripuram,Average Rated
93,93,A1 Garam Masala,Casual Dining,3.6,25,500.0,yes,no,"North Indian, Andhra, Chinese",Jp Nagar,Kanakapura Road,Average Rated
94,94,A1 Hot Dum Biryani,Quick Bites,3.2,4,150.0,no,no,Biryani,Whitefield,Whitefield,Average Rated
95,95,A1 Spice Inn,Casual Dining,3.5,46,500.0,no,no,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",Malleshwaram,Yeshwantpur,Average Rated
96,96,A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,yes,no,"South Indian, North Indian, Chinese, Street Food, Fast Food",Whitefield,Whitefield,Average Rated
97,97,A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400.0,yes,no,"South Indian, Fast Food, Street Food",Basavanagudi,Basavanagudi,Average Rated
98,98,A3 Nuwang Kitchen,Quick Bites,3.7,42,300.0,yes,no,"Chinese, North Indian",Indiranagar,Ejipura,Average Rated
99,99,Aaccord Restaurant,Casual Dining,2.8,40,600.0,no,no,"Continental, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
100,100,Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,yes,no,"South Indian, North Indian, Chinese, Biryani",Banashankari,Basavanagudi,Average Rated
101,101,Aadvik Nightfood,Delivery,3.6,22,350.0,yes,no,Fast Food,Frazer Town,Frazer Town,Average Rated
102,102,Aagaman Veg,Casual Dining,2.8,40,900.0,yes,no,"North Indian, Chinese, South Indian",Electronic City,Electronic City,Average Rated
103,103,Aaha,Quick Bites,3.6,93,300.0,yes,no,"North Indian, Chinese",Marathahalli,Brookefield,Average Rated
104,104,Aaha Andhra,Casual Dining,3.4,58,900.0,no,no,"Andhra, Biryani, North Indian",Marathahalli,Marathahalli,Average Rated
105,105,Aahar Cafe,Quick Bites,3.5142532329117526,40,100.0,no,no,South Indian,Basavanagudi,Basavanagudi,Average Rated
106,106,Aahar Vihar,Quick Bites,4.0,68,250.0,yes,no,North Indian,Brookefield,Marathahalli,Highly Rated
107,107,Aahara Vihar,Quick Bites,3.5,13,300.0,no,no,"South Indian, North Indian, Chinese",Malleshwaram,Malleshwaram,Average Rated
108,108,Aaharam,Quick Bites,4.0,65,350.0,no,no,"Chinese, North Indian",Hsr,Koramangala 1St Block,Highly Rated
109,109,Aalishan Restaurant & Caterer,Casual Dining,3.5,888,650.0,yes,no,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,Average Rated
110,110,Aami Bangali,Casual Dining,3.0,66,700.0,yes,no,Bengali,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Average Rated
111,111,Aami Kolkata,Delivery,3.3,5,600.0,no,no,Bengali,Bannerghatta Road,Bannerghatta Road,Average Rated
112,112,Aao G Khao G,Quick Bites,3.5,11,200.0,yes,no,"North Indian, Chinese",Hsr,Hsr,Average Rated
113,113,Aapni Rasoi,Quick Bites,3.2,127,400.0,yes,no,North Indian,Bellandur,Bellandur,Average Rated
114,114,Aaranya Restaurant,Casual Dining,3.4,212,800.0,yes,no,"North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
115,115,Aarti Paratha & Rolls Corner,Quick Bites,3.6,15,200.0,yes,no,"North Indian, Fast Food",New Bel Road,New Bel Road,Average Rated
116,116,Aarya Pork Hotel,Quick Bites,3.3,11,300.0,no,no,"South Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
117,117,Aashirvaad Restaurant,Quick Bites,3.1,249,300.0,yes,no,"North Indian, Oriya, Chinese",Brookefield,Marathahalli,Average Rated
118,118,Aashish Foods,Quick Bites,2.7,35,150.0,yes,no,North Indian,Brookefield,Brookefield,Average Rated
119,119,Aasife & Brothers Biriyani Centre,Casual Dining,3.8,120,600.0,yes,no,"Biryani, North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
120,120,Aastha Bengali Mess,Quick Bites,3.9,131,250.0,yes,no,"Chinese, Bengali",Malleshwaram,Yeshwantpur,Average Rated
121,121,Aata'S Kitchen,Quick Bites,2.8,40,250.0,yes,no,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average Rated
122,122,Aathithya,Casual Dining,3.1,16,1100.0,no,no,"North Indian, Continental, Chinese",Brigade Road,Infantry Road,Average Rated
123,123,Aathurar,Casual Dining,3.2,574,600.0,yes,no,"Chettinad, Biryani, South Indian, Seafood",Indiranagar,Jeevan Bhima Nagar,Average Rated
124,124,Abbabi Chicken,Quick Bites,3.7,134,200.0,no,no,Fast Food,Sarjapur Road,Bellandur,Average Rated
125,125,Abc Grand,Casual Dining,3.5,54,,no,no,"Andhra, Chinese, North Indian",Old Airport Road,Indiranagar,Average Rated
126,126,Abhiruchi,Casual Dining,3.8,164,650.0,no,no,"Andhra, Seafood, North Indian, Chinese",Kalyan Nagar,Kammanahalli,Average Rated
127,127,Abhiruchi Andhra Mess,Mess,3.1,61,300.0,yes,no,"Andhra, Biryani, South Indian",Whitefield,Whitefield,Average Rated
128,128,Abhiruchi Hotel,Casual Dining,3.2,12,500.0,yes,no,"North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,Average Rated
129,129,Abhiruchi Moonlight,"Takeaway, Delivery",3.3,4,300.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Bommanahalli,Average Rated
130,130,Abhiruchi Restaurant,Casual Dining,3.4,5,400.0,yes,no,"Andhra, North Indian, Chinese",Bellandur,Sarjapur Road,Average Rated
131,131,Ab'S - Absolute Barbecues,Casual Dining,4.6,1502,1400.0,no,yes,"European, Mediterranean, North Indian, Bbq",Kalyan Nagar,Kalyan Nagar,Highly Rated
132,132,Absolute Chinese,Quick Bites,3.8,209,450.0,yes,no,"Chinese, Fast Food, Momos",Malleshwaram,Rajajinagar,Average Rated
133,133,Absolute Shawarma,"Takeaway, Delivery",2.8,40,150.0,yes,no,Lebanese,Brookefield,Brookefield,Average Rated
134,134,Absolute Waffles,Dessert Parlor,3.9,49,200.0,yes,no,"Desserts, Fast Food",Malleshwaram,New Bel Road,Average Rated
135,135,Aburrahaman,Delivery,2.8,40,400.0,no,no,"North Indian, South Indian, Chinese",Indiranagar,Thippasandra,Average Rated
136,136,Abzain Paradise,Quick Bites,2.9,42,300.0,no,no,North Indian,New Bel Road,Sanjay Nagar,Average Rated
137,137,Achayyan'S,Quick Bites,3.8,405,350.0,yes,no,"Kerala, South Indian",Indiranagar,Indiranagar,Average Rated
138,138,Ackley Kitchen,Quick Bites,3.6,33,500.0,yes,no,"Fast Food, Continental, Burger",Marathahalli,Kaggadasapura,Average Rated
139,139,Adarsh Bakery,Bakery,3.1,10,300.0,no,no,"Bakery, Fast Food",Electronic City,Electronic City,Average Rated
140,140,Adda,Quick Bites,3.3,5,300.0,no,no,South Indian,Basavanagudi,Shanti Nagar,Average Rated
141,141,Addhuri Udupi Bhojana,Quick Bites,3.7,88,300.0,no,no,"South Indian, North Indian",Banashankari,Banashankari,Average Rated
142,142,Adiga'S,Quick Bites,3.3,55,150.0,no,no,South Indian,Basavanagudi,Jayanagar,Average Rated
143,143,Adi'S Cake N Cafe,Bakery,3.3,4,400.0,no,no,Bakery,"Byresandra,Tavarekere,Madiwala",Bannerghatta Road,Average Rated
144,144,Adithya,Casual Dining,3.9,178,450.0,yes,no,"South Indian, North Indian, Chinese",Bannerghatta Road,Jp Nagar,Average Rated
145,145,Adithya Family Restaurant,Quick Bites,3.7,27,250.0,no,no,South Indian,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
146,146,Adithya Tiffin Centre,"Takeaway, Delivery",2.8,40,200.0,no,no,North Indian,Brigade Road,Shanti Nagar,Average Rated
147,147,Adithya Veg,Quick Bites,3.3,10,300.0,no,no,"South Indian, Chinese",Basavanagudi,Jayanagar,Average Rated
148,148,Aditya Delights,Quick Bites,3.7,59,300.0,no,no,"Chinese, North Indian, Mangalorean",New Bel Road,New Bel Road,Average Rated
149,149,Aditya Sweets,Sweet Shop,3.7,21,200.0,yes,no,"Mithai, Fast Food",Brookefield,Whitefield,Average Rated
150,150,Aditya Uphar,Quick Bites,3.5,30,200.0,no,no,"South Indian, Chinese, North Indian",Jp Nagar,Jp Nagar,Average Rated
151,151,Adukkala Restaurant,Casual Dining,2.9,128,600.0,yes,no,Kerala,Kammanahalli,Banaswadi,Average Rated
152,152,Adupadi,Quick Bites,2.9,25,450.0,no,no,"South Indian, Chettinad",Whitefield,Whitefield,Average Rated
153,153,Advika Briyani Center,Delivery,3.2,10,300.0,no,no,Biryani,Jp Nagar,Jp Nagar,Average Rated
154,154,Adya Hotel,Quick Bites,3.3,4,400.0,no,no,"South Indian, North Indian, Chinese",Electronic City,Electronic City,Average Rated
155,155,Adyar Anand Bhavan Sweets,Quick Bites,2.8,40,200.0,no,no,"South Indian, North Indian, Chinese, Street Food",Electronic City,Electronic City,Average Rated
156,156,Adyar Ananda Bhavan - Sweets,"Takeaway, Delivery",3.4,6,200.0,yes,no,"Mithai, Desserts","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
157,157,Adyar Ananda Bhavan Sweets,"Takeaway, Delivery",3.6,4,200.0,yes,no,"Mithai, Desserts",Jp Nagar,Jp Nagar,Average Rated
158,158,Afghani Tandoori Hub,Quick Bites,3.6,14,400.0,yes,no,"Arabian, Afghan","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
159,159,Afoozoo - Ginger Hotel,Casual Dining,3.5,40,800.0,no,no,"North Indian, Chinese",Brookefield,Whitefield,Average Rated
160,160,Afrina'S Kitchen,"Takeaway, Delivery",3.4,9,250.0,yes,no,"Fast Food, Desserts",Frazer Town,Kammanahalli,Average Rated
161,161,Agarwal Food Service,Delivery,3.5,16,400.0,yes,no,"North Indian, Chinese, Biryani",Hsr,Hsr,Average Rated
162,162,Agent Jack'S Bar,Bar,4.0,377,1300.0,no,yes,"Continental, North Indian, Italian",Kalyan Nagar,Kalyan Nagar,Highly Rated
163,163,Agraharaa,Quick Bites,2.8,40,150.0,no,no,South Indian,Koramangala 4Th Block,Koramangala 6Th Block,Average Rated
164,164,Agraharam Meal,"Takeaway, Delivery",3.7,61,300.0,no,no,"North Indian, South Indian",Marathahalli,Kaggadasapura,Average Rated
165,165,Aha Juice Bar,Beverage Shop,3.6,13,200.0,no,no,"Beverages, Fast Food",Bannerghatta Road,Btm,Average Rated
166,166,Ahaan Restaurant,Delivery,2.8,76,300.0,yes,no,"North Indian, Chinese",Frazer Town,Rt Nagar,Average Rated
167,167,Ahimsaamrit Green Cafe,Casual Dining,3.4,9,800.0,no,no,"Healthy Food, Salad, Continental",Indiranagar,Indiranagar,Average Rated
168,168,Ahmad'S Chicken Hut,Quick Bites,3.2,9,200.0,no,no,"North Indian, Chinese",Kalyan Nagar,Banaswadi,Average Rated
169,169,Ahmed'S Little Hut,Quick Bites,2.8,40,250.0,yes,no,Fast Food,Bannerghatta Road,Btm,Average Rated
170,170,Ahmeds Takeaway Restaurant,"Takeaway, Delivery",2.8,40,250.0,no,no,"North Indian, Chinese",Frazer Town,Frazer Town,Average Rated
171,171,Aioli,Casual Dining,4.2,783,1400.0,no,yes,"Mediterranean, Continental, Italian, Salad",Kalyan Nagar,Kalyan Nagar,Highly Rated
172,172,Airlines Hotel,Quick Bites,4.0,867,400.0,yes,no,"South Indian, North Indian, Street Food",Brigade Road,Lavelle Road,Highly Rated
173,173,Aisha Tharavad,Quick Bites,3.5142532329117526,40,400.0,no,no,"South Indian, Kerala",Koramangala 6Th Block,Ejipura,Average Rated
174,174,Aishwarya,Dhaba,3.3,6,450.0,no,no,"Chinese, North Indian",Whitefield,Whitefield,Average Rated
175,175,Aishwarya Parkland,Casual Dining,2.9,59,500.0,no,no,"Chinese, North Indian",Bannerghatta Road,Bannerghatta Road,Average Rated
176,176,Aishwarya Sweets,Sweet Shop,3.6,24,250.0,yes,no,"Mithai, Street Food",Malleshwaram,Rajajinagar,Average Rated
177,177,Aishwarya Uphar,Quick Bites,2.8,40,150.0,no,no,"South Indian, North Indian",Brigade Road,Ulsoor,Average Rated
178,178,Ajwa Thalassery Biryani,Quick Bites,3.9,42,500.0,yes,yes,"Biryani, South Indian",Bellandur,Sarjapur Road,Average Rated
179,179,Akkad Bakkad,Casual Dining,3.9,72,600.0,yes,yes,"North Indian, Chinese",Electronic City,Electronic City,Average Rated
180,180,Aks Family Dhaba And Restaurant,Quick Bites,3.6,40,500.0,yes,no,"North Indian, Mughlai, South Indian",Marathahalli,Marathahalli,Average Rated
181,181,Akshara,Casual Dining,3.8,42,700.0,yes,no,"North Indian, South Indian, Chinese",Electronic City,Electronic City,Average Rated
182,182,Akshatha Nati Style,Quick Bites,3.7,20,500.0,no,no,"South Indian, Chinese, North Indian",Rajajinagar,Vijay Nagar,Average Rated
183,183,Akshaya Bar And Restaurant,"Casual Dining, Bar",2.8,40,600.0,yes,no,"North Indian, South Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average Rated
184,184,Akshaya Biryani,Quick Bites,3.6,20,300.0,yes,no,"Biryani, North Indian",Bellandur,Sarjapur Road,Average Rated
185,185,Akshaya Deluxe,Casual Dining,4.0,336,500.0,yes,no,"North Indian, Chinese, Seafood, Biryani",New Bel Road,New Bel Road,Highly Rated
186,186,Akshaya Donne Biriyani,Quick Bites,3.0,39,300.0,yes,no,"Biryani, South Indian, Kebab",Jp Nagar,Jp Nagar,Average Rated
187,187,Akshaya Family Restaurant,Quick Bites,3.2,4,150.0,yes,no,"South Indian, North Indian",Kalyan Nagar,Banaswadi,Average Rated
188,188,Akshaya Grand,Casual Dining,3.4,29,750.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
189,189,Akshaya Sambrama Veg Restaurant,Quick Bites,3.2,13,200.0,no,no,"South Indian, Chinese",Church Street,Vasanth Nagar,Average Rated
