Unnamed: 0.1,Unnamed: 0,restaurant_name,restaurant_type,rating,num_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,rating_category
3784,3784,Mangala Hotel,Quick Bites,2.8,40,100.0,no,no,South Indian,Bellandur,Sarjapur Road,Average Rated
3785,3785,Mangalore Kitchen,Quick Bites,3.8,42,500.0,yes,no,"North Indian, Arabian, Chinese",Rajajinagar,Vijay Nagar,Average Rated
3786,3786,Mangalore Lunch Home,Quick Bites,3.1,33,300.0,yes,no,"Mangalorean, Seafood",Kalyan Nagar,Hbr Layout,Average Rated
3787,3787,Mangalore Pearl,Casual Dining,3.8,242,650.0,yes,no,"Mangalorean, Seafood, Chinese, Biryani",Banashankari,Jayanagar,Average Rated
3788,3788,Mangalore Pearl - Seafood Restaurant,Casual Dining,4.3,94,550.0,yes,no,"Mangalorean, Seafood",Brigade Road,Ulsoor,Highly Rated
3789,3789,Mango Greens,Casual Dining,3.9,48,900.0,no,yes,"North Indian, Continental, Chinese",Bannerghatta Road,Jp Nagar,Average Rated
3790,3790,Mango Tree Grand,Quick Bites,3.8,112,700.0,yes,no,"Andhra, North Indian",Bellandur,Bellandur,Average Rated
3791,3791,Mango Tree- The Beer Garden,Casual Dining,4.1,1320,1200.0,yes,yes,"North Indian, Chinese, Continental",Bannerghatta Road,Jp Nagar,Highly Rated
3792,3792,Manifest Cafe,Casual Dining,3.5,10,500.0,no,no,"South Indian, North Indian, Chinese",Banashankari,Banashankari,Average Rated
3793,3793,Mani'S Dum Biryani,Casual Dining,3.5,119,750.0,yes,no,"Biryani, Kebab",Kalyan Nagar,Kalyan Nagar,Average Rated
3794,3794,Manjit Da Dhaba,Quick Bites,4.3,783,300.0,yes,no,North Indian,Brigade Road,Frazer Town,Highly Rated
3795,3795,Manju'S Kitchen,Quick Bites,3.3,13,200.0,yes,no,Biryani,Indiranagar,Indiranagar,Average Rated
3796,3796,Manjushree Upahara,Quick Bites,3.8,31,150.0,yes,no,South Indian,Bannerghatta Road,Bannerghatta Road,Average Rated
3797,3797,Manjushree Veg,Quick Bites,3.5,10,150.0,no,no,"South Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Average Rated
3798,3798,Manshi Paratha & Pav Bhaji,"Takeaway, Delivery",3.2,6,150.0,yes,no,"North Indian, Fast Food",Hsr,Hsr,Average Rated
3799,3799,Mantap Ice Cream,Dessert Parlor,3.5,7,200.0,no,no,Desserts,Lavelle Road,Majestic,Average Rated
3800,3800,Map- My Appetite Place,"Takeaway, Delivery",3.8,29,600.0,yes,no,"North Indian, Italian, Chinese",Bellandur,Hsr,Average Rated
3801,3801,Marahaba,Quick Bites,3.0,7,400.0,yes,no,"Arabian, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Average Rated
3802,3802,Maraheb Restaurant,Casual Dining,4.2,219,1000.0,yes,no,Arabian,Kalyan Nagar,Kalyan Nagar,Highly Rated
3803,3803,Marakachi,Casual Dining,3.7,82,600.0,yes,no,Chettinad,Kammanahalli,Kalyan Nagar,Average Rated
3804,3804,Maratha Darshan,Quick Bites,4.0,107,400.0,no,no,"Maharashtrian, North Indian",Brigade Road,Cunningham Road,Highly Rated
3805,3805,Marathi Biriyani House,Quick Bites,3.3,6,300.0,yes,no,"South Indian, Biryani",Brigade Road,Frazer Town,Average Rated
3806,3806,Maravanthe,Casual Dining,3.5,12,650.0,yes,no,"Mangalorean, Seafood",Brigade Road,Brigade Road,Average Rated
3807,3807,Marenahalli Donne Biriyani,Quick Bites,3.9,259,300.0,yes,no,"Biryani, Fast Food",Basavanagudi,Jp Nagar,Average Rated
3808,3808,Marhaba,Casual Dining,3.6,42,600.0,yes,no,"Arabian, Mediterranean, North Indian",Kalyan Nagar,Nagawara,Average Rated
3809,3809,Maria Taste Circle,Casual Dining,3.9,666,450.0,yes,no,"South Indian, North Indian, Kerala, Seafood",Brookefield,Marathahalli,Average Rated
3810,3810,Maria'S Goan Kitchen,Casual Dining,3.9,391,750.0,yes,no,"Goan, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,Average Rated
3811,3811,Marigold Fine Dine Restaurant,Casual Dining,4.0,288,1500.0,no,yes,"Continental, Asian",Brookefield,Whitefield,Highly Rated
3812,3812,Mark,"Takeaway, Delivery",3.7,36,500.0,yes,no,"Andhra, Fast Food",Hsr,Hsr,Average Rated
3813,3813,Market Table,Cafe,4.5,546,900.0,no,yes,"Cafe, Continental, Mediterranean, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Highly Rated
3814,3814,Marley'S Bistro,Casual Dining,3.9,93,400.0,yes,no,"Continental, European, Salad, Beverages, Italian, Burger",Electronic City,Electronic City,Average Rated
3815,3815,Marmaris,Quick Bites,3.8,76,300.0,no,no,"North Indian, Momos",Electronic City,Electronic City,Average Rated
3816,3816,Mars Chicken Delight,Casual Dining,3.7,107,500.0,no,no,"North Indian, Chinese, Biryani, Beverages",Koramangala 4Th Block,Koramangala 1St Block,Average Rated
3817,3817,Martino'S,Quick Bites,3.6,30,350.0,no,no,"Italian, Pizza",Koramangala 4Th Block,Koramangala 1St Block,Average Rated
3818,3818,Marunadan Kada,Quick Bites,3.3,6,250.0,no,no,"Kerala, Tea","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
3819,3819,Maruthi Davangere Benne Dosa,Quick Bites,4.0,17,150.0,yes,no,South Indian,Banashankari,Banashankari,Highly Rated
3820,3820,Maruti Garden,Quick Bites,3.5142532329117526,40,500.0,no,no,"North Indian, Kerala",Koramangala 6Th Block,Btm,Average Rated
3821,3821,Marwa Family Restaurant,Quick Bites,3.0,8,500.0,no,no,"North Indian, Chinese",Electronic City,Electronic City,Average Rated
3822,3822,Marwa Restaurant,Casual Dining,3.5,551,600.0,yes,yes,"North Indian, Chinese, Fast Food, Bbq",Bannerghatta Road,Bannerghatta Road,Average Rated
3823,3823,Marwari Basa,Quick Bites,3.1,26,300.0,yes,no,"Rajasthani, North Indian",Bellandur,Bellandur,Average Rated
3824,3824,Mary Cafe,Quick Bites,3.3,17,150.0,no,no,"Chinese, South Indian",Indiranagar,Thippasandra,Average Rated
3825,3825,Marzipan @ The Bohemian House,Cafe,4.2,49,700.0,yes,no,Cafe,Basavanagudi,Richmond Road,Highly Rated
3826,3826,Marzipan Cafe & Bakery,"Cafe, Bakery",4.2,430,700.0,yes,no,"Cafe, Mediterranean, Bakery, Greek",Indiranagar,Ulsoor,Highly Rated
3827,3827,Masala Central,Quick Bites,3.7,74,300.0,yes,no,North Indian,Brigade Road,Frazer Town,Average Rated
3828,3828,Masala Chai,"Beverage Shop, Quick Bites",4.1,191,250.0,yes,no,"Beverages, Fast Food, Tea",Brookefield,Whitefield,Highly Rated
3829,3829,Masala Dani - The Paul,Casual Dining,3.7,56,1800.0,no,no,"Mughlai, North Indian",Indiranagar,Domlur,Average Rated
3830,3830,Masala Kitchen,Casual Dining,3.0,4,700.0,no,no,North Indian,Lavelle Road,Brigade Road,Average Rated
3831,3831,Masala Klub - The Taj West End,Fine Dining,4.4,309,4000.0,no,yes,"North Indian, South Indian",Church Street,Race Course Road,Highly Rated
3832,3832,Masala Oota,Quick Bites,3.6,79,500.0,yes,no,"South Indian, Biryani",Brigade Road,Residency Road,Average Rated
3833,3833,Masala Secret Eat Wow,Quick Bites,3.6,14,300.0,yes,no,"Street Food, Fast Food, Chinese, Momos",Hsr,Hsr,Average Rated
3834,3834,Masale Daan,Delivery,3.1,4,350.0,yes,no,North Indian,Banashankari,Banashankari,Average Rated
3835,3835,Mast Biryani - Fresh Indian Kitchen,Casual Dining,3.5,254,500.0,no,no,"Biryani, North Indian, Mughlai, Fast Food",Marathahalli,Marathahalli,Average Rated
3836,3836,Mast Biryani - Night Express,Delivery,3.5,17,500.0,no,no,"North Indian, Biryani, Fast Food",Marathahalli,East Bangalore,Average Rated
3837,3837,Mast Kalandar,Casual Dining,2.1,337,450.0,no,no,North Indian,Bellandur,Bellandur,Average Rated
3838,3838,Mast Punjabi,Quick Bites,2.6,231,400.0,yes,no,"North Indian, Chinese, Rolls, Biryani, Kebab",Banashankari,Kumaraswamy Layout,Average Rated
3839,3839,Mast Punjabi Spice,"Takeaway, Delivery",2.9,34,400.0,yes,no,North Indian,Electronic City,Electronic City,Average Rated
3840,3840,Master Brothers,Bakery,3.3,7,450.0,yes,no,"Desserts, Bakery",Brookefield,Whitefield,Average Rated
3841,3841,Master Chifoo,Casual Dining,3.9,55,800.0,yes,no,"Chinese, Thai, Momos",Brookefield,Marathahalli,Average Rated
3842,3842,Masti Masala,Quick Bites,4.0,397,450.0,yes,no,North Indian,Malleshwaram,Rajajinagar,Highly Rated
3843,3843,Mathsya Darshini,Quick Bites,3.2,57,350.0,no,no,"Seafood, Mangalorean",Brigade Road,Lavelle Road,Average Rated
3844,3844,Matinee Bar & Kitchen,Casual Dining,4.2,340,1700.0,yes,yes,"Bbq, Continental, North Indian, Pizza, European",Bellandur,Marathahalli,Highly Rated
3845,3845,Matka,Casual Dining,3.5,27,700.0,yes,yes,"North Indian, Biryani",Hsr,Hsr,Average Rated
3846,3846,Matka House,Quick Bites,3.9,391,450.0,yes,no,"North Indian, Chinese, Continental, Biryani",Marathahalli,Kaggadasapura,Average Rated
3847,3847,Matru Sagar,Quick Bites,3.6,84,250.0,yes,no,"South Indian, North Indian, Chinese",Banashankari,Banashankari,Average Rated
3848,3848,Matsuri - The Chancery Hotel,"Casual Dining, Bar",4.4,183,1800.0,no,yes,Japanese,Brigade Road,Lavelle Road,Highly Rated
3849,3849,Matsya Loka,Quick Bites,3.6,153,400.0,yes,no,Seafood,Kalyan Nagar,Nagawara,Average Rated
3850,3850,Matsya Lunch Home,Quick Bites,3.7,10,400.0,yes,no,Mangalorean,Malleshwaram,Malleshwaram,Average Rated
3851,3851,Matteo Coffea,Cafe,4.2,858,600.0,no,no,Cafe,Indiranagar,Indiranagar,Highly Rated
3852,3852,Mavalli Tiffin Room (Mtr),Casual Dining,3.7,560,400.0,no,no,South Indian,Whitefield,Whitefield,Average Rated
3853,3853,Maven Foods,Quick Bites,3.6,12,650.0,no,no,"Continental, North Indian, South Indian",Koramangala 4Th Block,Koramangala 4Th Block,Average Rated
3854,3854,Mawa And Co,Bakery,2.8,40,300.0,no,no,"Bakery, Fast Food",Jayanagar,Jayanagar,Average Rated
3855,3855,Maxpresso,Cafe,4.1,323,700.0,yes,no,"Cafe, American, Italian, Beverages",Brigade Road,Koramangala 7Th Block,Highly Rated
3856,3856,Mayo N Burger,Quick Bites,3.2,4,250.0,yes,no,American,Indiranagar,Indiranagar,Average Rated
3857,3857,Mayonaise,Cafe,3.8,44,500.0,yes,no,"Cafe, Continental, Beverages",Kalyan Nagar,Banaswadi,Average Rated
3858,3858,Mayur,Casual Dining,3.6,18,500.0,no,no,"Andhra, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
3859,3859,Mayur Veg Restaurant,Quick Bites,2.8,40,250.0,no,no,"South Indian, Chinese, North Indian, Juices",Rajajinagar,Vijay Nagar,Average Rated
3860,3860,Mayura 1989,"Casual Dining, Bar",3.7,103,900.0,no,no,"Andhra, Continental, Chinese",Rajajinagar,Rajajinagar,Average Rated
3861,3861,Mayura Grand,Casual Dining,3.5,20,400.0,no,no,"South Indian, North Indian",Koramangala 4Th Block,Koramangala 6Th Block,Average Rated
3862,3862,Mayura Grand Pure Veg Restaurant,Casual Dining,2.8,40,600.0,no,no,"North Indian, South Indian, Chinese",Koramangala 4Th Block,Koramangala 6Th Block,Average Rated
3863,3863,Mayura Sagar,Quick Bites,3.6,194,250.0,no,no,"Chinese, North Indian, South Indian",Brookefield,Brookefield,Average Rated
3864,3864,Mayura Vybhava,Quick Bites,3.1,12,250.0,no,no,"South Indian, North Indian, Chinese, Street Food",Whitefield,Whitefield,Average Rated
3865,3865,Mayuri,Casual Dining,2.5,79,700.0,no,no,"Andhra, North Indian, Chinese",New Bel Road,New Bel Road,Average Rated
3866,3866,Mayuri Multicuisine Restaurant,Casual Dining,3.6,12,500.0,no,no,North Indian,Marathahalli,Marathahalli,Average Rated
3867,3867,Mazedaar,Quick Bites,3.2,10,300.0,no,no,"North Indian, Chinese",Kalyan Nagar,Hbr Layout,Average Rated
3868,3868,Maziga,Casual Dining,4.7,292,1500.0,no,no,Modern Indian,Whitefield,Whitefield,Highly Rated
3869,3869,Mbr Dum Biryani County,Quick Bites,3.5,24,150.0,no,no,"Biryani, North Indian",Electronic City,Electronic City,Average Rated
3870,3870,Mc Donald'S,Quick Bites,3.9,116,500.0,no,no,"Burger, Fast Food",Whitefield,Whitefield,Average Rated
3871,3871,Mcdonald'S,Quick Bites,2.7,92,500.0,yes,no,"Burger, Fast Food",Frazer Town,Commercial Street,Average Rated
3872,3872,Mcdonald'S Play Place,Quick Bites,3.7,123,500.0,yes,no,"Burger, Fast Food",Electronic City,Electronic City,Average Rated
3873,3873,Mcleans Italian Pizzeria,Delivery,3.4,30,500.0,yes,no,"American, Pizza",Brigade Road,Ejipura,Average Rated
3874,3874,Mdp Coffee House,Quick Bites,3.5,13,200.0,no,no,South Indian,Brigade Road,Commercial Street,Average Rated
3875,3875,Me And My Cake,Bakery,3.5,18,500.0,no,no,"Bakery, Desserts",Marathahalli,Marathahalli,Average Rated
3876,3876,Me N U,Quick Bites,2.8,40,500.0,no,no,"Finger Food, Wraps, Cafe, Continental, Healthy Food",Bannerghatta Road,Bannerghatta Road,Average Rated
3877,3877,Meal & Biryani,Quick Bites,3.6,19,450.0,yes,no,"Andhra, South Indian","Byresandra,Tavarekere,Madiwala",Bommanahalli,Average Rated
3878,3878,Meal In A Box,Delivery,3.6,15,300.0,no,no,Street Food,Koramangala 4Th Block,Koramangala 7Th Block,Average Rated
3879,3879,Meal Square,Delivery,3.2,8,600.0,yes,no,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Average Rated
3880,3880,Mealbox Inc.,Casual Dining,3.9,36,800.0,yes,no,North Indian,Marathahalli,Marathahalli,Average Rated
3881,3881,Mealer.In,Delivery,3.5,21,450.0,yes,no,"North Indian, Biryani",Marathahalli,Marathahalli,Average Rated
3882,3882,Mealsbaba,"Takeaway, Delivery",3.6,57,400.0,yes,no,North Indian,Koramangala 5Th Block,Hsr,Average Rated
3883,3883,Mealstree,Delivery,3.6,162,400.0,yes,no,North Indian,Brookefield,Marathahalli,Average Rated
3884,3884,Meat And Eat,Quick Bites,2.8,39,500.0,yes,no,"Fast Food, Burger",Bellandur,Sarjapur Road,Average Rated
3885,3885,Meat And Eat (Me),Quick Bites,3.6,97,500.0,no,no,"Fast Food, Burger",Old Airport Road,Old Airport Road,Average Rated
3886,3886,Meat Up Barbecue & More,Quick Bites,3.7,17,400.0,no,no,"Bbq, Fast Food",Kalyan Nagar,Kalyan Nagar,Average Rated
3887,3887,Meaza Ginger Multi Cuisine Restaurant,Casual Dining,3.6,91,550.0,yes,no,"North Indian, Chinese, South Indian, Kerala",Brigade Road,Indiranagar,Average Rated
3888,3888,Mecaf Family Restaurant,Casual Dining,3.9,214,400.0,yes,no,"North Indian, Chinese, Fast Food",Basavanagudi,Btm,Average Rated
3889,3889,Meena'S Kitchen,Delivery,3.5,10,400.0,yes,no,"Continental, North Indian, Mexican",Brookefield,Marathahalli,Average Rated
3890,3890,Meenu Oota Da Maane,Casual Dining,3.0,22,700.0,yes,no,"Seafood, Mangalorean, Chinese",Indiranagar,Brigade Road,Average Rated
3891,3891,Meeraa'S Beegara Oota,Casual Dining,3.8,258,550.0,yes,no,"South Indian, Biryani, Chinese",Hsr,Hsr,Average Rated
3892,3892,Mega Bite,Casual Dining,3.5,54,1100.0,no,yes,"North Indian, Chinese, South Indian, Continental",Whitefield,Whitefield,Average Rated
3893,3893,Meghana Biriyanis,Quick Bites,3.9,375,400.0,yes,no,"Andhra, Biryani, South Indian, Chinese",Kalyan Nagar,Nagawara,Average Rated
3894,3894,Meghana Biryani,Casual Dining,2.3,235,800.0,yes,no,North Indian,Bellandur,Bellandur,Average Rated
3895,3895,Meghana Foods,Casual Dining,4.2,1745,750.0,yes,yes,"Biryani, Chinese, North Indian, Seafood",Indiranagar,Indiranagar,Highly Rated
3896,3896,Meghana Foods Grand,Casual Dining,4.2,3334,600.0,yes,no,"Biryani, Seafood, Andhra, North Indian",Bellandur,Marathahalli,Highly Rated
3897,3897,Meghana Grand,Casual Dining,3.5,131,800.0,yes,no,"Biryani, Andhra",Brookefield,Whitefield,Average Rated
3898,3898,Mehfil Family Restaurant,Quick Bites,3.0,81,750.0,yes,no,North Indian,Malleshwaram,Malleshwaram,Average Rated
3899,3899,Melange - Hotel Ekaa,Casual Dining,3.2,426,900.0,yes,yes,"North Indian, Chinese, Continental, Mangalorean",Electronic City,Electronic City,Average Rated
3900,3900,Melange - Radisson Blu,Fine Dining,4.5,785,2700.0,no,yes,"North Indian, Continental, Chinese, South Indian",Marathahalli,Marathahalli,Highly Rated
3901,3901,Mel'S Korner,Quick Bites,3.7,95,500.0,no,no,Fast Food,Lavelle Road,Church Street,Average Rated
3902,3902,Melt,Casual Dining,4.0,115,1000.0,no,no,"Continental, Steak, Fast Food","Byresandra,Tavarekere,Madiwala",Btm,Highly Rated
3903,3903,Melt - Eden Park,Casual Dining,4.0,347,1000.0,yes,yes,"North Indian, Chinese, Thai, Mughlai, Seafood",Bannerghatta Road,Jp Nagar,Highly Rated
3904,3904,Melting Melodies,Bakery,2.8,40,300.0,no,no,Bakery,Banashankari,Banashankari,Average Rated
3905,3905,Melting Pot At Woodrose,Quick Bites,3.7,19,800.0,yes,no,North Indian,Bannerghatta Road,Jp Nagar,Average Rated
3906,3906,Melting Spot,"Cafe, Dessert Parlor",4.0,134,600.0,no,no,"Cafe, Desserts, Beverages, Italian",Indiranagar,Indiranagar,Highly Rated
3907,3907,Memories Of China - Taj Mg Road Bengaluru,Fine Dining,4.3,449,3000.0,no,yes,"Chinese, Momos",Brigade Road,Mg Road,Highly Rated
3908,3908,Meraki Patisserie,Bakery,3.3,6,350.0,no,no,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Jayanagar,Average Rated
3909,3909,Meridian South - A Pure Vegetarian Restaurant,Casual Dining,2.8,40,600.0,no,no,"North Indian, South Indian, Chinese",Electronic City,Electronic City,Average Rated
3910,3910,Mesa Deli - Svenska Design Hotel,Casual Dining,3.2,9,600.0,yes,yes,"North Indian, Italian",Electronic City,Electronic City,Average Rated
3911,3911,Mesa Lounge Bar - Svenska Design Hotel,Lounge,3.5,49,1500.0,no,yes,"North Indian, Pizza, Asian, Italian",Electronic City,Electronic City,Average Rated
3912,3912,Messy Bowl,Quick Bites,3.5,73,500.0,no,no,"Fast Food, Beverages",Jayanagar,Banashankari,Average Rated
3913,3913,Messy Eats,"Bakery, Dessert Parlor",3.9,133,500.0,no,no,"Bakery, Desserts",Malleshwaram,New Bel Road,Average Rated
3914,3914,Messy'S,Quick Bites,3.8,108,400.0,yes,no,Fast Food,Electronic City,Electronic City,Average Rated
3915,3915,Metrolicious,"Takeaway, Delivery",3.5,38,400.0,yes,no,"North Indian, Chinese, Biryani",Whitefield,Whitefield,Average Rated
3916,3916,Mexican Burrito,"Takeaway, Delivery",4.0,160,450.0,no,no,"Mexican, Fast Food",New Bel Road,Sahakara Nagar,Highly Rated
3917,3917,Mexican Taste,"Takeaway, Delivery",3.3,9,200.0,yes,no,"Fast Food, Burger, Rolls, Salad",Malleshwaram,New Bel Road,Average Rated
3918,3918,Mezban Family Restaurant,Quick Bites,3.5142532329117526,40,300.0,yes,no,"Chinese, North Indian",Basavanagudi,Basavanagudi,Average Rated
3919,3919,Mg'S Fine Dining & Bar - Springs Hotel & Spa,Casual Dining,3.8,21,800.0,no,yes,"North Indian, Asian, Continental",Basavanagudi,Basavanagudi,Average Rated
3920,3920,Mid Night Hunting,"Takeaway, Delivery",3.7,127,300.0,yes,no,"Fast Food, Italian","Byresandra,Tavarekere,Madiwala",Ejipura,Average Rated
3921,3921,Midas Touch,Bakery,3.2,19,300.0,no,no,"Bakery, Fast Food, Desserts",Brookefield,Brookefield,Average Rated
3922,3922,Mid-Night Crunch,"Takeaway, Delivery",3.6,455,400.0,yes,no,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
3923,3923,Midnight Eats,Delivery,3.0,114,500.0,yes,no,"North Indian, Chinese",Brigade Road,Frazer Town,Average Rated
3924,3924,Midnight Express,"Takeaway, Delivery",2.8,26,650.0,no,no,"North Indian, Chinese, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Average Rated
3925,3925,Midnight Food Point,Delivery,2.7,37,500.0,yes,no,"North Indian, Chinese, Mughlai, Biryani",Kalyan Nagar,Kalyan Nagar,Average Rated
3926,3926,Midnight Hunger Project,Delivery,3.2,6,300.0,no,no,"North Indian, South Indian, Chinese",New Bel Road,New Bel Road,Average Rated
3927,3927,Midnight Hunger Solutions 24/7,Delivery,2.1,252,500.0,yes,no,"North Indian, Mughlai, Chinese",Brigade Road,Indiranagar,Average Rated
3928,3928,Midnight Mania,Delivery,3.8,599,700.0,yes,no,"Pizza, Italian, Beverages",Brookefield,Marathahalli,Average Rated
3929,3929,Midnight Pizza Slurpp,Delivery,3.7,99,700.0,no,no,"Italian, Pizza",Koramangala 4Th Block,Koramangala 4Th Block,Average Rated
3930,3930,Midnight Restro,Delivery,3.4,55,500.0,yes,no,"North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
3931,3931,Midnight Special,Delivery,3.7,26,500.0,yes,no,"North Indian, Fast Food, Chinese",Koramangala 5Th Block,Hsr,Average Rated
3932,3932,Mighty Paws,Cafe,4.0,136,500.0,yes,no,Cafe,Bellandur,Sarjapur Road,Highly Rated
3933,3933,Mighty Small,"Casual Dining, Bar",4.1,258,1200.0,no,no,"Continental, Chinese",Indiranagar,Mg Road,Highly Rated
3934,3934,Mikusu - Conrad Bengaluru,Fine Dining,4.1,80,3000.0,no,yes,"Japanese, Chinese, Thai",Brigade Road,Ulsoor,Highly Rated
3935,3935,Milano Ice Cream,Dessert Parlor,4.5,197,400.0,no,no,"Ice Cream, Desserts",Basavanagudi,Jayanagar,Highly Rated
3936,3936,Milk N Shakes,Beverage Shop,3.7,45,300.0,yes,no,Beverages,Brigade Road,Koramangala 8Th Block,Average Rated
3937,3937,Milkshake Kulture,Beverage Shop,3.5,10,300.0,no,no,Beverages,Electronic City,Electronic City,Average Rated
3938,3938,Milkyway Ice Creams,Food Court,3.7,25,300.0,yes,no,Ice Cream,Bellandur,Bellandur,Average Rated
3939,3939,Milkyway Ice Creams & Fast Food,Quick Bites,2.8,40,200.0,yes,no,"Fast Food, Ice Cream, Beverages",Brookefield,"Itpl Main Road, Whitefield",Average Rated
3940,3940,Millennium Plaza,Casual Dining,3.4,19,700.0,yes,no,North Indian,Electronic City,Electronic City,Average Rated
3941,3941,Millers 46,Casual Dining,4.4,2266,1100.0,no,yes,"American, Continental, Steak",Church Street,Vasanth Nagar,Highly Rated
3942,3942,Millet Mama,Quick Bites,3.9,18,200.0,yes,no,"South Indian, Healthy Food",Banashankari,Basavanagudi,Average Rated
3943,3943,Mimansa @ Foxtrot,Cafe,4.4,190,1000.0,yes,yes,Cafe,Hsr,Koramangala 3Rd Block,Highly Rated
3944,3944,Min Mini Punjabi Dhaba,Quick Bites,3.9,85,400.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,Average Rated
3945,3945,Mini Adiga'S,Quick Bites,2.8,27,250.0,no,no,"South Indian, North Indian, Chinese, Street Food, Juices","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
3946,3946,Mini Fast Food,Quick Bites,3.1,11,150.0,no,no,"Fast Food, Chinese",Frazer Town,Frazer Town,Average Rated
3947,3947,Mini Forest,Quick Bites,3.3,6,500.0,no,no,"Fast Food, Desserts",Bannerghatta Road,Jp Nagar,Average Rated
3948,3948,Mini Punjabi Dhaba,Quick Bites,4.2,287,350.0,yes,no,North Indian,Banashankari,Banashankari,Highly Rated
3949,3949,Mini Wok,Quick Bites,2.8,40,200.0,no,no,"Chinese, Fast Food",Indiranagar,Indiranagar,Average Rated
3950,3950,Minimelts,Dessert Parlor,3.9,66,200.0,no,no,Ice Cream,Lavelle Road,Brigade Road,Average Rated
3951,3951,Ministry Of Food - Hilton Bangalore Embassy Golflinks,Fine Dining,4.2,468,3000.0,no,yes,"North Indian, Asian, South Indian, Italian, European",Koramangala 4Th Block,Domlur,Highly Rated
3952,3952,Mint And Mustard,Casual Dining,4.0,232,750.0,yes,no,"North Indian, Chinese",Banashankari,Basavanagudi,Highly Rated
3953,3953,Mint Masala,Casual Dining,2.8,252,1000.0,no,no,"North Indian, Chinese",Church Street,Infantry Road,Average Rated
3954,3954,Mint Spice CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,Casual Dining,3.0,12,500.0,yes,no,"North Indian, Chinese",Bellandur,Bellandur,Average Rated
3955,3955,Mint Spice CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,Casual Dining,3.0,12,500.0,yes,no,"North Indian, Chinese",Sarjapur Road,Bellandur,Average Rated
3956,3956,Minuit 12,"Takeaway, Delivery",2.8,40,350.0,yes,no,"North Indian, Chinese, Fast Food",Marathahalli,Marathahalli,Average Rated
3957,3957,Minus 4,Dessert Parlor,3.2,4,300.0,no,no,Desserts,Sarjapur Road,Sarjapur Road,Average Rated
3958,3958,Mira'S Ranna-Ghor,Delivery,3.6,15,250.0,no,no,Bengali,Sarjapur Road,Sarjapur Road,Average Rated
3959,3959,Mirch,Quick Bites,3.7,94,400.0,yes,no,"North Indian, Biryani","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
3960,3960,Mirch Masala,Quick Bites,3.4,6,500.0,yes,no,North Indian,Bannerghatta Road,Jp Nagar,Average Rated
3961,3961,Mirchi Bites- Spice Heaven,Casual Dining,2.7,12,650.0,yes,no,"Hyderabadi, Biryani",Brookefield,Marathahalli,Average Rated
3962,3962,Miro Bar - Miraya Hotel & Residences,Lounge,3.8,26,2000.0,no,no,"North Indian, Chinese, Thai, Asian",Brookefield,Whitefield,Average Rated
3963,3963,Misal Darbar,Quick Bites,3.0,21,200.0,yes,no,Maharashtrian,Indiranagar,Indiranagar,Average Rated
3964,3964,Mishmash,"Casual Dining, Bar",3.9,1240,1400.0,yes,no,"Mediterranean, Continental, North Indian, Mughlai, Salad",Bellandur,Hsr,Average Rated
3965,3965,Mishra Pedha,Sweet Shop,3.3,4,300.0,no,no,"Mithai, Bakery",Brigade Road,Richmond Road,Average Rated
3966,3966,Mishra'S Pedha Big Foods,Dessert Parlor,3.9,56,200.0,no,no,"Desserts, Mithai",Basavanagudi,Jayanagar,Average Rated
3967,3967,Miss Momo,Quick Bites,3.2,10,250.0,yes,no,"Tibetan, Momos",Basavanagudi,Btm,Average Rated
3968,3968,Mist N Creams,Dessert Parlor,3.6,19,400.0,yes,no,Ice Cream,Whitefield,Whitefield,Average Rated
3969,3969,Mistaan Sweets And Chaat,Sweet Shop,3.3,4,200.0,yes,no,"Street Food, Mithai",Koramangala 4Th Block,Hsr,Average Rated
3970,3970,Misu,Casual Dining,4.4,266,1700.0,yes,yes,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",Old Airport Road,Indiranagar,Highly Rated
3971,3971,Mithai Time,"Sweet Shop, Quick Bites",3.0,56,200.0,yes,no,"Mithai, North Indian, Street Food",Brookefield,Whitefield,Average Rated
